ge_qname	ge_hostname	ge_group	ge_owner	ge_job_name	ge_job_number	ge_account	ge_account_prio	tmp_submission_time	tmp_start_time	tmp_end_time	ge_failed	ge_exit_status	ge_ru_wallclock	ge_ru_utime	ge_ru_stime	ge_ru_maxrss	ge_ru_ixrss	ge_ru_ismrss	ge_ru_idrss	ge_ru_isrss	ge_ru_minflt	ge_ru_majflt	ge_ru_nswap	ge_ru_inblock	ge_ru_oublock	ge_ru_msgsnd	ge_ru_msgrcv	ge_ru_nsignals	ge_ru_nvcsw	ge_ru_nivcsw	ge_project	ge_department	ge_granted_pe	ge_slots	ge_task_number	ge_cpu	ge_mem	ge_io	ge_category	ge_iow	ge_pe_taskid	ge_maxvmem	ge_arid	tmp_ar_submission_time	ge_submission_time	ge_start_time	ge_end_time	ge_ar_submission_time
production	cn3-218.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151916	sge	0	1392314824	1392321897	1392331538	0	0	9641	9679	42	5572760	0	0	0	0	2010906	11	0	42724544	41656	0	0	0	0	1360614	NONE	defaultdepartment	NONE	1	0	9721	158879	25	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17567813632	0	0	2014-02-13 13:07:04	2014-02-13 15:04:57	2014-02-13 17:45:38	2014-06-17 22:44:13
production	cn3-217.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151917	sge	0	1392314824	1392321913	1392328345	0	0	6432	6484	27	5517672	0	0	0	0	1782000	13	0	31291352	29648	0	0	0	0	1062088	NONE	defaultdepartment	NONE	1	0	6511	106376	18	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17566515200	0	0	2014-02-13 13:07:04	2014-02-13 15:05:13	2014-02-13 16:52:25	2014-06-17 22:44:10
production	cn3-247.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151918	sge	0	1392314824	1392321982	1392328241	0	0	6259	6405	23	5516568	0	0	0	0	1539885	2	0	28844928	27656	0	0	0	0	1404191	NONE	defaultdepartment	NONE	1	0	6429	105042	17	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17557217280	0	0	2014-02-13 13:07:04	2014-02-13 15:06:22	2014-02-13 16:50:41	2014-06-17 22:44:10
production	cn8-30.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151919	sge	0	1392314824	1392322384	1392327763	0	0	5379	5481	23	5506624	0	0	0	0	1982954	11	0	28156328	24984	0	0	0	0	1041180	NONE	defaultdepartment	NONE	1	0	5503	90241	16	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17622564864	0	0	2014-02-13 13:07:04	2014-02-13 15:13:04	2014-02-13 16:42:43	2014-06-17 22:44:10
production	cn3-247.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151920	sge	0	1392314824	1392322461	1392327664	0	0	5203	5329	22	5563400	0	0	0	0	1987906	1	0	25662512	23720	0	0	0	0	1182955	NONE	defaultdepartment	NONE	1	0	5350	87783	15	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17642397696	0	0	2014-02-13 13:07:04	2014-02-13 15:14:21	2014-02-13 16:41:04	2014-06-17 22:44:10
production	cn6-84.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151921	sge	0	1392314824	1392322580	1392326883	0	0	4303	4455	29	3547904	0	0	0	0	1831080	19	0	23673360	22344	0	0	0	0	629374	NONE	defaultdepartment	NONE	1	0	4484	73966	14	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17768513536	0	0	2014-02-13 13:07:04	2014-02-13 15:16:20	2014-02-13 16:28:03	2014-06-17 22:44:10
production	cn3-219.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151922	sge	0	1392314824	1392322726	1392327499	0	0	4773	4942	20	4428344	0	0	0	0	1372409	3	0	25433928	22480	0	0	0	0	760339	NONE	defaultdepartment	NONE	1	0	4962	81676	15	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17688305664	0	0	2014-02-13 13:07:04	2014-02-13 15:18:46	2014-02-13 16:38:19	2014-06-17 22:44:10
production	cn3-237.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151923	sge	0	1392314824	1392323042	1392325889	0	0	2847	2938	13	5562520	0	0	0	0	1494664	17	0	14753720	16232	0	0	0	0	629130	NONE	defaultdepartment	NONE	1	0	2951	48398	9	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17689726976	0	0	2014-02-13 13:07:04	2014-02-13 15:24:02	2014-02-13 16:11:29	2014-06-17 22:44:07
production	cn8-41.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151924	sge	0	1392314824	1392323187	1392327232	0	0	4045	4067	19	5558200	0	0	0	0	1487602	25	0	19707200	18424	0	0	0	0	597551	NONE	defaultdepartment	NONE	1	0	4086	67028	11	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17630892032	0	0	2014-02-13 13:07:04	2014-02-13 15:26:27	2014-02-13 16:33:52	2014-06-17 22:44:10
production	cn3-242.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151925	sge	0	1392314824	1392323321	1392326064	0	0	2743	2821	14	5542104	0	0	0	0	1474589	1	0	12305568	11536	0	0	0	0	615558	NONE	defaultdepartment	NONE	1	0	2835	46459	7	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17697587200	0	0	2014-02-13 13:07:04	2014-02-13 15:28:41	2014-02-13 16:14:24	2014-06-17 22:44:08
production	cn3-219.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151926	sge	0	1392314824	1392323458	1392325154	0	0	1696	1743	9	5545376	0	0	0	0	1484748	1	0	9795920	10056	0	0	0	0	260060	NONE	defaultdepartment	NONE	1	0	1752	28807	6	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17700872192	0	0	2014-02-13 13:07:04	2014-02-13 15:30:58	2014-02-13 15:59:14	2014-06-17 22:44:04
production	cn6-20.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151927	sge	0	1392314824	1392323491	1392333451	0	0	9960	10096	44	5543820	0	0	0	0	1871720	8	0	48156208	41328	0	0	0	0	1316761	NONE	defaultdepartment	NONE	1	0	10141	166034	28	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17614352384	0	0	2014-02-13 13:07:04	2014-02-13 15:31:31	2014-02-13 18:17:31	2014-06-17 22:44:14
production	cn8-28.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151928	sge	0	1392314824	1392323799	1392323899	0	0	100	105	3	5535912	0	0	0	0	1435016	19	0	629160	1216	0	0	0	0	5999	NONE	defaultdepartment	NONE	1	0	108	1745	1	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17627435008	0	0	2014-02-13 13:07:04	2014-02-13 15:36:39	2014-02-13 15:38:19	2014-06-17 22:44:02
production	cn8-28.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_realignerTargetCreator	6151929	sge	0	1392314824	1392323905	1392323959	0	0	54	57	3	5551196	0	0	0	0	1408410	1	0	1099448	176	0	0	0	0	3147	NONE	defaultdepartment	NONE	1	0	59	956	1	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G,mem_free=20G	0	NONE	17623547904	0	0	2014-02-13 13:07:04	2014-02-13 15:38:25	2014-02-13 15:39:19	2014-06-17 22:44:02
production	cn4-89.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151930	sge	0	1392314824	1392384037	1392397366	0	0	13329	11741	181	4382020	0	0	0	0	11316933	5	0	76471160	240812712	0	0	0	0	217579	NONE	defaultdepartment	NONE	1	0	11922	172153	176	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15523655680	0	0	2014-02-13 13:07:04	2014-02-14 08:20:37	2014-02-14 12:02:46	2014-06-17 22:44:33
production	cn3-246.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151931	sge	0	1392314824	1392384037	1392398005	0	0	13968	13424	199	4798632	0	0	0	0	16220880	4	0	78434168	251139896	0	0	0	0	1727915	NONE	defaultdepartment	NONE	1	0	13623	198664	184	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15687892992	0	0	2014-02-13 13:07:04	2014-02-14 08:20:37	2014-02-14 12:13:25	2014-06-17 22:44:33
production	cn6-21.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151932	sge	0	1392314824	1392338047	1392350523	0	0	12476	10888	171	3659568	0	0	0	0	14573390	23	0	66249552	211740408	0	0	0	0	435718	NONE	defaultdepartment	NONE	1	0	11058	159946	155	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15543111680	0	0	2014-02-13 13:07:04	2014-02-13 19:34:07	2014-02-13 23:02:03	2014-06-17 22:44:18
production	cn8-34.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151933	sge	0	1392314824	1392338047	1392354213	0	0	16166	15865	149	4891956	0	0	0	0	13208945	3	0	61654000	199396208	0	0	0	0	694066	NONE	defaultdepartment	NONE	1	0	16014	232483	146	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15694635008	0	0	2014-02-13 13:07:04	2014-02-13 19:34:07	2014-02-14 00:03:33	2014-06-17 22:44:19
production	cn6-21.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151934	sge	0	1392314824	1392338047	1392349346	0	0	11299	9855	151	3725552	0	0	0	0	12370015	14	0	60332872	193278768	0	0	0	0	408032	NONE	defaultdepartment	NONE	1	0	10006	144671	141	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15537995776	0	0	2014-02-13 13:07:04	2014-02-13 19:34:07	2014-02-13 22:42:26	2014-06-17 22:44:18
production	cn8-34.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151935	sge	0	1392314824	1392338047	1392346927	0	0	8880	8317	127	4782612	0	0	0	0	11071135	8	0	55070344	176851384	0	0	0	0	618797	NONE	defaultdepartment	NONE	1	0	8444	122646	129	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15662301184	0	0	2014-02-13 13:07:04	2014-02-13 19:34:07	2014-02-13 22:02:07	2014-06-17 22:44:18
production	cn3-237.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151936	sge	0	1392314824	1392338047	1392347212	0	0	9165	8635	122	6314320	0	0	0	0	4977737	5	0	50843488	162708088	0	0	0	0	1138995	NONE	defaultdepartment	NONE	1	0	8757	126615	119	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15558176768	0	0	2014-02-13 13:07:04	2014-02-13 19:34:07	2014-02-13 22:06:52	2014-06-17 22:44:18
production	cn3-240.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151937	sge	0	1392314824	1392338047	1392347405	0	0	9358	8854	129	4650916	0	0	0	0	10594897	2	0	47922536	153383752	0	0	0	0	1431746	NONE	defaultdepartment	NONE	1	0	8983	129833	112	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15538835456	0	0	2014-02-13 13:07:04	2014-02-13 19:34:07	2014-02-13 22:10:05	2014-06-17 22:44:18
production	cn8-34.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151938	sge	0	1392314824	1392338047	1392344280	0	0	6233	5856	84	4972940	0	0	0	0	5861633	8	0	36525608	115505712	0	0	0	0	485942	NONE	defaultdepartment	NONE	1	0	5940	85756	85	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15688925184	0	0	2014-02-13 13:07:04	2014-02-13 19:34:07	2014-02-13 21:18:00	2014-06-17 22:44:17
production	cn3-240.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151939	sge	0	1392314825	1392338047	1392346742	0	0	8695	8108	105	7036244	0	0	0	0	3786841	2	0	43874784	139117656	0	0	0	0	970938	NONE	defaultdepartment	NONE	1	0	8213	118454	102	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15554854912	0	0	2014-02-13 13:07:05	2014-02-13 19:34:07	2014-02-13 21:59:02	2014-06-17 22:44:18
production	cn6-19.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151940	sge	0	1392314825	1392338047	1392345713	0	0	7666	7053	102	4982472	0	0	0	0	7148315	2	0	43243408	136788256	0	0	0	0	378511	NONE	defaultdepartment	NONE	1	0	7155	103018	100	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15525912576	0	0	2014-02-13 13:07:05	2014-02-13 19:34:07	2014-02-13 21:41:53	2014-06-17 22:44:17
production	cn8-29.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151941	sge	0	1392314825	1392338048	1392345024	0	0	6976	6572	102	4990980	0	0	0	0	9230774	2	0	42648216	136027744	0	0	0	0	520788	NONE	defaultdepartment	NONE	1	0	6673	96602	100	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15621410816	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 21:30:24	2014-06-17 22:44:17
production	cn3-247.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151942	sge	0	1392314825	1392338048	1392343951	0	0	5903	5532	78	4681252	0	0	0	0	5121545	2	0	31300752	100959944	0	0	0	0	915239	NONE	defaultdepartment	NONE	1	0	5611	81003	74	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15551524864	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 21:12:31	2014-06-17 22:44:17
production	cn3-239.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151943	sge	0	1392314825	1392338048	1392343797	0	0	5749	5430	73	3556040	0	0	0	0	4306113	17	0	29104432	92218528	0	0	0	0	920872	NONE	defaultdepartment	NONE	1	0	5503	79312	68	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15489138688	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 21:09:57	2014-06-17 22:44:17
production	cn8-29.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151944	sge	0	1392314825	1392338048	1392342960	0	0	4912	4643	68	4777104	0	0	0	0	5809917	2	0	28041376	88758832	0	0	0	0	374540	NONE	defaultdepartment	NONE	1	0	4711	68241	65	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15623753728	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 20:56:00	2014-06-17 22:44:16
production	cn6-20.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151945	sge	0	1392314825	1392338048	1392343796	0	0	5748	5223	65	6276356	0	0	0	0	3420028	4	0	25581200	79950896	0	0	0	0	196879	NONE	defaultdepartment	NONE	1	0	5288	76109	59	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15474221056	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 21:09:56	2014-06-17 22:44:17
production	cn8-33.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151946	sge	0	1392314825	1392338048	1392342319	0	0	4271	3998	64	4762528	0	0	0	0	3861728	32	0	23737992	73233152	0	0	0	0	340120	NONE	defaultdepartment	NONE	1	0	4062	58822	54	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15601242112	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 20:45:19	2014-06-17 22:44:16
production	cn6-19.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151947	sge	0	1392314825	1392338048	1392342857	0	0	4809	4398	64	3857788	0	0	0	0	3679477	1	0	25459520	81269088	0	0	0	0	279058	NONE	defaultdepartment	NONE	1	0	4462	64279	59	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15542112256	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 20:54:17	2014-06-17 22:44:16
